word,sentence,pair,re-sentence
right,"That is a wonder. So tell me something, Mom. If you had to do it all over again, I mean, if she was here right now, would you tell her?",correct,"That is a wonder. So tell me something, Mom. If you had to do it all over again, I mean, if she was here correct now, would you tell her?"
right,"Oh, that's Nana, right there in the middle.  'Me and the gang at Java Joe's'. ",correct,"Oh, that's Nana, correct there in the middle. 'Me and the gang at Java Joe's'."
friend,"Speaking for my people, I'd have to say no. By the way, your friend Brian from Payroll, he is.",companion,"Speaking for my people, I'd have to say no. By the way, your companion Brian from Payroll, he is."
whole,"It's so that I can spend Thanksgiving with my family. See, every year we go skiing in Vail, and normally my father pays for my ticket, but I sort of started the whole independence thing, you know, which is actually why I took this job.",entire,"It's so that I can spend Thanksgiving with my family. See, every year we go skiing in Vail, and normally my father pays for my ticket, but I sort of started the entire independence thing, you know, which is actually why I took this job."
terrible,"Rachel, Rachel, sweetheart. You're a terrible, terrible waitress. Really, really awful.",awful,"Rachel, Rachel, sweetheart. You're a terrible, awful waitress. Really, really awful."
free,You know those posters for the city free clinic?,liberate,You know those posters for the city liberate clinic?
free,"So you're free Thursday, then.",liberate,"So you're liberate Thursday, then."
big,Kinda like a big face without skin.,large,Kinda like a large face without skin.
difficult,Yes. It's very difficult to appreciate a Thanksgiving dinner once you've seen it in reverse.,hard,Yes. It's very hard to appreciate a Thanksgiving dinner once you've seen it in reverse.
great,"Ooh, you smell great tonight. What're you wearing?",grand,"Ooh, you smell grand tonight. What're you wearing?"
guess,So I guess you all saw it.,estimate,So I estimate you all saw it.
guess,So I guess you all saw it.,speculate,So I speculate you all saw it.
entire,Set another place for Thanksgiving. My entire family thinks I have VD.,whole,Set another place for Thanksgiving. My whole family thinks I have VD.
funny,"Ok, we all laughed when you did it with the stuffing, but that's not funny anymore.",humorous,"Ok, we all laughed when you did it with the stuffing, but that's not humorous anymore."
free,"No, no, the actual cartoon character. Of course the balloon. It's all over the news. Right before he reached Macy's, he broke free and was spotted flying over Washington Square Park. I'm goin' to the roof, who's with me?",liberate,"No, no, the actual cartoon character. Of course the balloon. It's all over the news. Right before he reached Macy's, he broke liberate and was spotted flying over Washington Square Park. I'm goin' to the roof, who's with me?"
right,"Ok, right about now the turkey should be crispy on the outside, juicy on the inside. Why are we standing here?",correct,"Ok, correct about now the turkey should be crispy on the outside, juicy on the inside. Why are we standing here?"
buy," Hey, hey, you're my baby, and I can't wait to meet you. When you come out I'll buy you a bagel, and then we'll go to the zoo.",purchase,"Hey, hey, you're my baby, and I can't wait to meet you. When you come out I'll purchase you a bagel, and then we'll go to the zoo."
right,I've gotta see this. All right Ugly Naked Guy!,correct,I've gotta see this. All correct Ugly Naked Guy!
dark,"Ok, who wants light cheese, and who wants dark cheese?",dim,"Ok, who wants light cheese, and who wants dim cheese?"
dark,I don't even wanna know about the dark cheese.,dim,I don't even wanna know about the dim cheese.
guess,"I'd like to propose a toast. Little toast here, ding ding. I know this isn't the kind of Thanksgiving that all of you all planned, but for me, this has been really great, you know, I think because it didn't involve divorce or projectile vomiting. Anyway, I was just thinking, I mean, if you'd gone to Vail, and if you guys'd been with your family, if you didn't have syphilis and stuff, we wouldn't be all together, you know? So I guess what I'm trying to say is that I'm very thankful that all of your Thanksgivings sucked.",estimate,"I'd like to propose a toast. Little toast here, ding ding. I know this isn't the kind of Thanksgiving that all of you all planned, but for me, this has been really great, you know, I think because it didn't involve divorce or projectile vomiting. Anyway, I was just thinking, I mean, if you'd gone to Vail, and if you guys'd been with your family, if you didn't have syphilis and stuff, we wouldn't be all together, you know? So I estimate what I'm trying to say is that I'm very thankful that all of your Thanksgivings sucked."
guess,"I'd like to propose a toast. Little toast here, ding ding. I know this isn't the kind of Thanksgiving that all of you all planned, but for me, this has been really great, you know, I think because it didn't involve divorce or projectile vomiting. Anyway, I was just thinking, I mean, if you'd gone to Vail, and if you guys'd been with your family, if you didn't have syphilis and stuff, we wouldn't be all together, you know? So I guess what I'm trying to say is that I'm very thankful that all of your Thanksgivings sucked.",speculate,"I'd like to propose a toast. Little toast here, ding ding. I know this isn't the kind of Thanksgiving that all of you all planned, but for me, this has been really great, you know, I think because it didn't involve divorce or projectile vomiting. Anyway, I was just thinking, I mean, if you'd gone to Vail, and if you guys'd been with your family, if you didn't have syphilis and stuff, we wouldn't be all together, you know? So I speculate what I'm trying to say is that I'm very thankful that all of your Thanksgivings sucked."
friend,My friend Bethel rescued him from some lab.,companion,My companion Bethel rescued him from some lab.
find,"Nothing for you, you have Paolo. You don't have to face the horrible pressures of this holiday: desperate scramble to find anything with lips just so you can have someone to kiss when the ball drops!! Man, I'm talking loud!",locate,"Nothing for you, you have Paolo. You don't have to face the horrible pressures of this holiday: desperate scramble to locate anything with lips just so you can have someone to kiss when the ball drops!! Man, I'm talking loud!"
discuss,"Well, c'mon, if it's important enough to discuss while I'm playing, then I assume it's important enough for everyone else to hear!",debate,"Well, c'mon, if it's important enough to debate while I'm playing, then I assume it's important enough for everyone else to hear!"
friend," Sorry, I wa- I was just saying to my friend that I thought you were the most beautiful woman that I'd ever seen in my- in my life. And then he said that- you said you thought",companion,"Sorry, I wa- I was just saying to my companion that I thought you were the most beautiful woman that I'd ever seen in my- in my life. And then he said that- you said you thought"
beautiful," Sorry, I wa- I was just saying to my friend that I thought you were the most beautiful woman that I'd ever seen in my- in my life. And then he said that- you said you thought",gorgeous,"Sorry, I wa- I was just saying to my friend that I thought you were the most gorgeous woman that I'd ever seen in my- in my life. And then he said that- you said you thought"
beautiful,"Daryl Hannah was the most beautiful woman that he'd ever seen in his life and I said yeah, I liked her in Splash, a lot, but not so much in- in Wall Street, I thought she had kind of a ",gorgeous,"Daryl Hannah was the most gorgeous woman that he'd ever seen in his life and I said yeah, I liked her in Splash, a lot, but not so much in- in Wall Street, I thought she had kind of a"
